cluster_id,n_posts,n_authors,span_min,median_echo_lag_min,echoes_within_60min,seed_handle,seed_followers,text
9085,2,2,85.5,85.5,0,thekenyatimes,34378,"Kabando wa Kabando claims that, despite all the efforts by President William Ruto and the UDA party, the Ol Kalou consti"
9086,2,2,45.4,45.4,1,jmuragengunjiri,5171,Mp Wanjiku muhia engaging Ol Kalou  residents who received the Kasongo’s gas wameamua matikwendia Ruriri ! Despite wao k
9112,3,2,675.7,105.8,0,KTNNewsKE,879240,Mau Mau war veterans have asked President William Ruto to widen a state compensation scheme launched for Gen Z protest v
9136,2,2,345.0,345.0,0,StandardKenya,2732827,Nandi County Government has been put on the spot over the unsustainable wage bill that was equivalent to 44 percent of t
9138,2,2,59.0,59.0,1,ntvkenya,5352499,Is 'Nairobi birdman' exposing himself to dangerous health risks? #Nationverticals https://t.co/y8aDZcsg6s https://t.co/Z
9162,2,2,21.8,21.8,1,_helady_,1837,The document advises against using harsh campaign language during the upcoming whistle-stops. I'm in agreement with Nyan
9178,2,2,798.6,798.6,0,NationAfrica,4265144,Senate orders arrest of Isiolo Governor Abdi Guyo after skipping audit hearing https://t.co/HmUZSuwvim
9191,2,2,1330.9,1330.9,0,Mnauwoo,8855,"Huyu statehouse tutaingiza very early in the morning 😍
#SisiNdioSifuna https://t.co/KFRsZQlyvI"
9202,3,2,859.9,107.6,0,StandardKenya,2732827,EDITORIAL CARTOON: Preaching water and drinking wine... https://t.co/I1dXgHEYAu
9210,2,2,0.0,0.0,1,StandardKenya,2732827,A planned 12-storey apartment near the Kenya Defence Forces headquarters and the Chinese Embassy in Nairobi's Kilimani h
9224,4,2,1053.8,138.9,0,NationAfrica,4265144,"Scientists deployed to assess maize failure as State expands coffee, tea reforms https://t.co/Y8ZgCBFBy7"
9233,5,2,1750.0,95.0,0,NationAfrica,4265144,"Saccos Bill: What members stand to gain, changes MPs want enacted 
https://t.co/AaNwhxbqfP"
9235,2,2,156.4,156.4,0,Kamba_Nation1,8032,We are listening to the aspirations of Kiambu residents as part of our Komboa Kenya mission. Please visit our dedicated 
9241,3,3,1175.8,628.4,0,citizentvkenya,6853796,"President Ruto meets leaders from Isiolo, Marsabit, Garissa, Wajir and Mandera counties at State House, Nairobi. https:/"
9242,2,2,500.9,500.9,0,Kenyans,2736581,Njeri Maina leads Ol Kalou residents in taking oath to vote for DCP Candidate Douglas Kamau https://t.co/WNF82j0Ssb
9270,3,2,1765.0,28.0,1,NationAfrica,4265144,"Checkmating Sifuna: Senator's rising star rattles rivals in Western 
https://t.co/1IuqXZWTMH"
9273,3,2,150.0,115.0,0,StandardKenya,2732827,Sugarcane farmers from across the country have threatened to stage nationwide protests over claims of coordinated scheme
9275,5,2,13041.4,8207.2,0,manucho033,310,@Honcalebamisi Kenya needs renaissance for sure https://t.co/DH5LDAT1Z0
9293,4,4,72.9,50.5,2,BravinYuri,385441,"CJ Emeritus and UGM Party Presidential aspirant David Maraga joined members of the United Opposition, Linda Mwananchi, a"
9294,2,2,64.8,64.8,0,MaktoobMedia,57904,"A fact-finding report by the Association for Protection of Civil Rights (APCR), West Bengal, alleged that the murder of "
9300,2,2,21438.4,21438.4,0,Mzungu44,22615,Kuna msee nmeskia amesema ati hivo ndo watacontrol watu wakieka Ruto kwa kiti 2027
9314,3,3,34.8,27.9,2,K24Tv,3217136,"""You can see how fit I look. Mungu ameniweka kwa sababu siku moja, baada ya Rais Ruto, mimi nitakuwa hapo, na nitawahita"
9331,4,4,96.2,89.6,0,KahawaTungu,85749,"""Kuna only one candidate. Wamunyoro alipewa red card. Hawezi hata kusimamia committee ya kujenga choo kwa village."" ~ In"
9357,2,2,38.6,38.6,1,jmuragengunjiri,5171,"Karungo Thangwa, Kiambu Senator goes raw on CS Murkomen for attacking Rigathi Gachagua https://t.co/dKXhN6IE4N"
9375,3,3,12.6,10.4,2,FranklineTarus,347,"🚨 BREAKING: Hon. @HEBabuOwino files the Habeas Corpus application.
 Inspector General of Police ordered to account for A"
9383,2,2,1269.2,1269.2,0,sholard_mancity,104790,"JUST IN: President William Ruto has introduced Jalang'o as the next Nairobi Senator, an early signal that UDA could back"
9408,4,3,214.5,180.1,0,PeopleDailyKe,241444,"Why Kalonzo Musyoka is increasingly seen as the opposition’s best bet.

Read the whole story here: https://t.co/oFoOUBVG"
9415,3,3,18.8,10.0,2,Nairobi_Leo,7540,Ndindi Nyoro hosts the leadership of Gitweku Girls High School. https://t.co/kXYBJ8Z0iV
9420,2,2,11.1,11.1,1,KenyanSays,209881,Ol Kalou residents wish the campaign period would continue until December! https://t.co/mSQFbaluUJ
9421,2,2,15.2,15.2,1,StandardKenya,2732827,Sidian Bank has partnered with the Kenya Bankers Association Institute (KBAI) and the Chartered Institute for Securities
9427,2,2,120.5,120.5,0,StandardKenya,2732827,Kenya plans to increase its shareholding in the continental insurer African Trade and Investment Development Insurance (
9441,4,2,1415.0,484.7,0,NationAfrica,4265144,Team Kenya raring to conquer world at Glasgow Commonwealth Games as new partners join https://t.co/841E6AeQhK
9456,6,4,635.0,623.4,1,GoldenWriters_,18448,Download the Viongozy Mobile App on the Play Store or App Store and invite friends to join conversations driving account
9459,2,2,156.0,156.0,0,jmuragengunjiri,5171,"""Ni technical error"" - DP Kindiki shocked on hearing the NYOTA Beneficiary received Ksh19,000 instead of Ksh22,000. http"
9461,2,2,0.0,0.0,1,StandardKenya,2732827,"Ken Opalo: As Ol Kalou residents prepare for next week's by-election, there is no denying that the Independent Electoral"
9463,3,2,1666.1,76.0,0,NationAfrica,4265144,"Higher education funding model faces tough test as student numbers surge 
https://t.co/qKEUcecD0l"
9465,3,2,1694.0,59.0,1,NationAfrica,4265144,"Why does every boy want to be a goon? 
https://t.co/H2bt8ltIDg"
9506,2,2,29.7,29.7,1,ntvkenya,5352499,Court orders TUK to compensate 21 students after missing marks delayed their graduation #NationVerticals https://t.co/Sk
9509,3,2,165.6,45.7,1,StandardKenya,2732827,Busia County has strengthened its partnership with Aquaculture Business Development Programme (ABDP) and the Internation
9561,3,3,3485.8,1780.0,0,Tonny_LeBron,829,@_KithureKindiki 398 days to wantam
9574,4,2,1630.0,50.0,1,NationAfrica,4265144,"9,000 students shun degree for diploma, TVET courses 
https://t.co/FwEF5IVGXc"
9575,2,2,20.5,20.5,1,Kenyans,2736581,"I told my cousins, the Mulembe Nation, about the coalition agreement between Ruto, Wetangula and Mudavadi. The exposè by"
9576,3,3,111.3,85.6,1,StandardKenya,2732827,The High Court has issued conservatory orders barring National Assembly Speaker Moses Wetang'ula and Senate Speaker Amas
9591,4,4,79.3,7.3,2,CharlotteMugish,1251,Former Butambala MP Muhammad Muwanga Kivumbi has been granted bail by the International Crimes Division of the High Cour
9595,4,2,2763.8,525.6,0,thee_alfa_house,32121,Aaron Cheruiyot Ruto Will Win 2027  June 25 Was a Coup Attempt Kenya’s Debt Explained https://t.co/QmWjwUng8S
9612,5,2,890.9,0.0,1,KTNNewsKE,879240,"The government's generosity towards residents of Ol Kalou has increased dramatically during the ongoing campaigns, even "
9622,2,2,44.3,44.3,1,NationAfrica,4265144,"This is why I bleached my skin 
#Nationverticals https://t.co/jYCXiRW84h"
9630,2,2,4017.9,4017.9,0,kipofuwanairobi,52,@DrJuma_M 💭
9635,3,2,1588.0,33.0,1,NationAfrica,4265144,"‘I felt the world collapse’: Mother speaks after toddler is killed in school 
https://t.co/52j5Q7h9sI"
9637,2,2,0.3,0.3,1,MrMuraya,2694,"Gachagua Warns of ‘Goon’ Plan Ahead of Ol Kalou Vote

https://t.co/EQGPDNIgtb"
9647,4,3,206.5,117.5,1,citizentvkenya,6853796,US senator and Trump ally Lindsey Graham dies age 71: statement https://t.co/3LXYsh1lBY
9670,2,2,0.0,0.0,1,StandardKenya,2732827,"Your bread, biscuits could contain harmful fats, experts warn

https://t.co/fSqesFhxk0"
9685,2,2,0.0,0.0,1,ntvkenya,5352499,Join the 5th Edition of the Kenya Meat Expo at the Kenyatta International Convention Centre (KICC) from 26th – 28th Augu
9686,2,2,1710.0,1710.0,0,ntvkenya,5352499,Coach Cheche: Kenya’s long journey to Fifa U-17 Women's World Cup qualification https://t.co/uxuuNIsuWr
9703,2,2,3.3,3.3,1,StandardKenya,2732827,"Court lifts 3-month jail term for suspended Nairobi Finance CEC Charles Kerich after Sh30m payout to law firm, commits t"
9715,3,3,504.6,283.3,0,HEBabuOwino,324342,"Today at Milimani Law Courts, we represented young Kenyans who were arrested during the Saba Saba commemoration.

These "
9721,2,2,7.2,7.2,1,DrJuma_M,19675,"CONFIRMED:This is the Itinerary For Omwami Sifunas Rally in Olkalou, The #SisiNdioSifuna Movement is Growing Day by Day "
9723,2,2,80.4,80.4,0,KTNNewsKE,879240,"Shocking details now reveal that at least 51,000 students who qualified for university admission after attaining the min"
9728,3,3,554.1,524.7,0,Chipukizii,5481,"Sijui kama munaniona vizuriii?
Mimi ndo Sifuna na nitakuwa Ol kalou pia 
#SisiNdioSifuna https://t.co/gbpvoaW7dD"
9733,2,2,181.6,181.6,0,MutembeiTV,32827,"KINDIKI: ""The countdown in Ol Kalou has began! Tutajua nani ndio faya! https://t.co/MiMy8a6iHd"
9734,4,3,11375.0,7523.7,0,Mimihapa9,154,WANTAM ‼️
9736,2,2,36.0,36.0,1,NationAfrica,4265144,"HIGH COURT orders government to disclose details of 490,000 tonnes of duty-free rice within 7 days; ruling follows petit"
9737,2,2,20.4,20.4,1,KTNNewsKE,879240,A Lobby group has filed a petition seeking to bar National Assembly Speaker Moses Wetang'ula and Senate Speaker Amason K
9741,2,2,150.4,150.4,0,StandardKenya,2732827,Election hopefuls could soon pay their nomination fees through a Paybill number if proposals by the Independent Electora
9743,14,3,176.6,77.7,1,LewisMenya,17810,"The Kiminini Modern Market is taking shape as a key investment in TransNzoia County. During the inspection, PCS Mudavadi"
9756,3,2,929.9,60.0,1,ntvkenya,5352499,Omondi Tunya: The magistrate of Kenya’s dark courtroom years https://t.co/Jpa7riCC7L
9770,2,2,2875.8,2875.8,0,HEBabuowinopres,9841,"Mchapa kazi huyu, Babu Owino

#Babukwasababu #Bilabautabu https://t.co/VbOlGaA1kR"
9779,4,2,990.0,0.0,1,ntvkenya,5352499,"Fashion meets opportunity at Skill Up Africa 4th Edition 2026.

Happening 15th–16th July 2026 at KICC, Nairobi, with BEB"
9780,5,2,1624.9,129.9,0,NationAfrica,4265144,"Employees accuse ex-Epra chief of torture over Sh96m dispute 
https://t.co/1vTj2pKigJ"
9802,3,2,1855.0,180.0,0,NationAfrica,4265144,"Kisumu honours Baby Pendo with memorial park, nine years on 
https://t.co/P8kGoBsUeE"
9817,2,2,0.8,0.8,1,PeopleDailyKe,241444,"Tony Gachoka: Ruto will change his deputy in 2027

Read the full story here: https://t.co/TxdNCUWL7T https://t.co/MPCxnK"
9842,4,4,1834.2,111.7,1,KTNNewsKE,879240,"Reggae singer Fantan Mojah dies at 49 after heart complications in a Kingston hospital; the ""Rasta Got Soul"" hitmaker wa"
9879,2,2,2253.8,2253.8,0,PropesaTv,167649,Wanapewa MTUNGI YA GAS na bado wanasema WANTAM https://t.co/FdAkhmArfp
9884,2,2,230.9,230.9,0,ChrisKitungwa,6838,"Jeunes du #Tanganyika, rejoignez la Police nationale congolaise ! 🇨🇩
Nous avons lancé fin juin l'opération spéciale de r"
9887,2,2,7.2,7.2,1,StandardKenya,2732827,"US commits Sh1.9 billion to Kenya's Ebola fight, backs surveillance, lab systems and training for over 1,700 disease det"
9890,7,5,97.5,18.7,3,ntvkenya,5352499,Lawyer Ndegwa Njiru freed by court after DPP declined to approve charges against him; he was arrested yesterday and deta
9901,3,3,10604.9,9499.4,0,c9117430587608,72,@AokoOtieno_ Mambo ni WANTAM hata hii upande 🥰🥰🥰 https://t.co/E94YcZ0gxS
9902,4,2,885.1,165.2,0,ntvkenya,5352499,"Once bitten, twice shy: Lamu residents wary as Dangote unveils refinery plan https://t.co/bkfSknzEsn"
9903,8,5,657.8,39.6,3,omwambaKE,1319220,The Office of the Registrar of Political Parties (ORPP) has formally recognised the removal of Nairobi Senator Edwin Sif
9913,2,2,0.4,0.4,1,IamBart_,216,I echo what Nyandarua Youth League says about preserving local autonomy. Your regional battles belong elsewhere entirely
9916,2,2,0.0,0.0,1,ntvkenya,5352499,"Two days. One massive vibe.
Future skills, innovation, and discovery are dropping at KICC this July — from tailoring to "
9928,2,2,0.1,0.1,1,KTNNewsKE,879240,"England and Norway have faced each other 12 times, with the Three Lions dominating the rivalry—7 wins, 3 draws, and just"
9934,2,2,0.0,0.0,1,StandardKenya,2732827,"With the country still blooming from the yellow fever wave that had swept Mount Kenya, and given president William Ruto "
9937,2,2,150.7,150.7,0,StandardKenya,2732827,"Interior CS Kipchumba Murkomen says the Ol Kalou by-election will be conducted peacefully and credibly.

Video by Mary I"
9946,2,2,4330.4,4330.4,0,StandardKenya,2732827,The Kenya Human Rights Commission (KHRC) and Elimu Bora Working Group have gone to court seeking to stop the reopening o
9955,2,2,10224.2,10224.2,0,joemianomwangi,701,@citizentvkenya Huwezi kamua ng'ombe hadi itoe damu
9968,5,5,9339.2,7695.8,0,Chipukizii,5481,Oyaaaa.                                                       Sifuna. https://t.co/gvc7b3C40T
9970,3,2,919.6,499.7,0,NationAfrica,4265144,Tickets to one World Cup semi two times more expensive than other https://t.co/Vz8V0lwCRq
9983,2,2,1072.5,1072.5,0,mobymaybe,8164,@open__mouth @TransientLabs hope your day is a good one Saba💙💙
9988,7,7,874.5,49.1,3,paisylynn,4742,@JoelJirane Wantam
9996,2,2,1735.0,1735.0,0,ntvkenya,5352499,From Akashas to El Chapo: The maritime route of global crime https://t.co/06HorUmHya
9997,2,2,25.5,25.5,1,StandardKenya,2732827,"High Court gives govt 7 days to disclose importers benefiting from duty-free import of 490,000 tonnes rice, orders respo"
10001,2,2,114.8,114.8,0,StandardKenya,2732827,The United Nations called Thursday for an immediate end to fighting in the eastern Democratic Republic of Congo between 
10002,2,2,777.4,777.4,0,JaphethOtieno01,15953,"Pauline Njoroge @paulinenjoroge represents Mt Kenya women in the Linda Mwananchi team, championing unity, inclusivity an"
10020,5,2,865.0,10.1,1,StandardKenya,2732827,Barely months after the Linda Mwananchi movement emerged as one of the loudest opposition voices against President Willi
10025,3,2,505.0,120.0,0,StandardKenya,2732827,"One million women and girls lose access to support amid aid cuts: UN

https://t.co/xToCBv7LKu"
10026,3,2,926.1,1.9,1,KTNNewsKE,879240,"Martha Karua condemns attack on her convoy at Gatoto Primary School in Mukuru kwa Reuben, alleges police failed to provi"
10034,4,2,205.1,0.0,1,StandardKenya,2732827,Families of three missing men have moved to the High Court seeking orders compelling Inspector General Douglas Kanja and
10048,3,3,33.2,32.6,2,Ass_tridah,31527,"Today's programme highlights the importance of listening, collaboration, and public participation. 

The WiperOffice in "
10056,2,2,179.4,179.4,0,NationAfrica,4265144,Kenya’s 15 billion-tree target falls behind schedule amid challenges https://t.co/Mm6889Pbaq
10071,2,2,4.0,4.0,1,NationAfrica,4265144,"HIGH COURT orders IG Douglas Kanja and DCI  Mohamed Amin to appear in person on July 20, 2026 to explain whereabouts of "
10072,2,2,5.0,5.0,1,ZacHQ__,1036,Kenyans reject the Fake Infotrack Poll for quietly removing Wetangula and Oparanya. Honest surveys must feature the full
10084,2,2,35.0,35.0,1,StandardKenya,2732827,People’s Liberation Party (PLP) leader Martha Karua has called on President William Ruto’s administration to urgently ad
10096,4,2,1795.0,174.2,0,NationAfrica,4265144,"Why a resurgent Linda Mwananchi worries both Kenya Kwanza and Opposition 
https://t.co/JzDGkBo08Z"
10106,2,2,568.3,568.3,0,BernardKavuli,56767,Rigathi Gachagua alleges that President William Ruto wants to tap into SACCOs' savings in the name of funding developmen
10113,2,2,4.5,4.5,1,tv47digital,4173,"Prof. Gitile:  The opposition should know that they have Ruto's IEBC, they don't have an IEBC.

#TV47Prime #StoryNiYetu
"
10126,2,2,1260.9,1260.9,0,KenyanSays,209881,"So much is happening in Ol Kalou , this is Nyandarua Senator John Methu! https://t.co/AFrqCBHvRR"
10129,3,3,8579.7,7393.5,0,SonOfHopeE,5022,TUTAM is inevitable.
10133,2,2,33.9,33.9,1,Isaac_Otwoma,47862,"BREAKING NEWS:

Jack Wamboka has issued a clear warning to anyone planning to disrupt the event on the 26th, where Edwin"
10142,4,2,1050.0,215.0,0,NationAfrica,4265144,"Government to have final say on Safaricom's new regional expansion

https://t.co/ESt512kPcn"
10156,2,2,28.0,28.0,1,LensEmpress,15126,"Wiper Party Leader Kalonzo Musyoka officially graced the colorful event as our Chief Guest.

He praised the Viongozy Mob"
10158,5,5,4056.0,110.7,0,Chamgeifm1,43862,"Interior CS Kipchumba Murkomen has warned sponsors and facilitators of banditry in Samburu, West Pokot, Tiaty and Isiolo"
10166,2,2,413.6,413.6,0,ntvkenya,5352499,"Gachagua to IEBC Chairperson Erastus Ethekon: Instead of summoning those involved in voter bribery, you (Erastus Ethekon"
10186,2,2,27.8,27.8,1,EduuEduu5,1199,"The remaining 70% of the Sovereign Wealth Fund will strengthen economic resilience, finance strategic national investmen"
10194,2,2,114.5,114.5,0,Mneyla1,1984,Mikopo ya Shilingi Bilioni 200 chini ya Mfuko wa Maendeleo ya Vijana. Utekelezaji wa programu hiyo umeanza kwa vijana ku
10203,2,2,98.8,98.8,0,ntvkenya,5352499,"IG Douglas Kanja: We have deployed over 1,000 police officers to provide security during Ol Kalou election. We have also"
10208,2,2,18.1,18.1,1,K24Tv,3217136,"""We are living in a country where there is politically sponsored violence. In Nyahururu and Kisumu, even the police stoo"
10291,5,5,65.0,30.2,3,muturikiamaini,15,@ahmednasirlaw @FIFAcom https://t.co/PZOkSNdYKn
