text,true,pred,p_pred
We should nominate Nyakundi as the men representative. The current dude is a mediocre who never went to school. Nyakundi for men rep.,neither,offensive,0.79307884
Bandit mrfia #ElectionBoycottKE #ElectionsKE2017 #Kivumbi2017 #Decision2017 #KenyaElections #KenyaPoll,neither,offensive,0.792745
Those who think Kikuyus are being targeted by Al Shabaab should have some bit of courtesy and put a limit to their idiocy.,neither,offensive,0.79264957
Before 8/8: Raila is a troublemaker. Before 26/10: Raila must be on the ballot. Today: it rained yesterday. #KenyaPoll #ElectionsBoycottKE,neither,offensive,0.7917585
Why kill luos for God's sake are they less human compared to other tribes??,neither,hate,0.79097253
When they gonna start paying us to say ignorant stuff,neither,offensive,0.79044527
Wow and @user has the gall to stand in front of Kenyans ati a leader! @user @user @user #ElectionsBoycottKE @user,neither,offensive,0.7899938
Yes #Conservatives / #Republicans ur right! Get #BillMaher fired. Hes an #Islamaphobic #sexist #racist jerk. Im not being sarcastic. I agree these celebrities need to stop getting away w/this type of stuff. #BoycottRoseanne #BoycottBillMaher #FireJoyReid Kneeling isnt #HateSpeech,neither,offensive,0.7896783
Wht short ass Masai people are these? I gotta go visit Kenya tho. #myPeople RT,hate,offensive,0.78958684
When Baba @user says hio paka tutaua now you know he means it. #ElectionsBoycottKE,offensive,neither,0.7887189
hawa waluhya wametuzoea sana... akuku danger prophet wanyonyi ..... now prophet john the 5th???? m atubeba ufala aje?,neither,offensive,0.7882735
Kalenjins are the most tolerant tribe in Kenya.They are brutal when their tolerance and kindness is taken for weakness #ToleranceKe,offensive,hate,0.7880392
Since when did Kikuyus rule Kenya?One @user leads . Kikuyus don't live around State House under GSU guard. They live & hustle with you.,neither,hate,0.78797466
Will we ever get another Cyprian like Nyakundi ?? I'm just asking.,neither,offensive,0.7876311
hawa majamaa sio wasomalia alaf wamechange majina to hussein moha siku yenu inakam,neither,hate,0.78730845
Kikuyus are assumed to support Uhuru. The Mafia in govt has killed Willie Mwangi a Kikuyu. You vote stupidly we all suffer.,neither,offensive,0.787131
Your vote should be your weapon to send jubilee hme coz of corruption issues #NoRailaNoPeace,neither,offensive,0.786938
luos dont get bankrupt they are overcome by liabilities....luolest!,neither,offensive,0.78683597
Luos are fighting their own.... Last week @user preached 6 piece in Rift valley but I haven't seen such...,neither,offensive,0.78668857
THIS KIKUYU JOURNALISTS BRINGING THEIR OUTRAGE IN #RailaPresser TAKE SGR TO MSA OR GO GET AN EXTRA ID IN HUDUMA OR GO GIVE BIRTH FOR FREE,hate,neither,0.78668797
Will @user be paying our compensation for #HateSpeech #HateCrime & #Terrorist war declared on us all or will @user expect #taxpayers to do it even for #USA victims please?,neither,offensive,0.78607374
Wharathese kalenjins are saying?! /o\ ati women cnt inherit land?! Ladies be warned before you marry frm there...,neither,offensive,0.7856477
What cause does he ( Nyakundi ) fight/speak out for exactly anyway? You can t propagate misogyny slander and businesses sabotage (S/M or corporate) through fake news and be said to be fighting a good fight. FOH.,neither,offensive,0.78564095
Were it not for slayqueen boy child would be at garden of eden feasting on honey fruits and having some good times. ' Nyakundi ',offensive,neither,0.78515685
When they are killing people in those terror attacks they don't kill maasais kalenjins kikuyus luhyas kambas taitas. They kill Kenyans,neither,hate,0.78495216
try entering state house through the fence just coz you and Uhuru are Kikuyus . Utafinywa unaze kuzungumza kimassai apo.,neither,offensive,0.7848408
Luhyas + Kalenjins are the rarest of intermarriages i know of none,neither,offensive,0.78455424
What we are seeing here is a group of people set on scaring Kenyans into not voting. Hatutikisiki kura tutapiga! #RIPMsando,neither,offensive,0.7843823
Wen they win marathons they are KENYANS when they go 2 Hague they are KALENJINS,hate,neither,0.7840202
Two Kikuyus have been shown the door by Chebukati today. We are not going to cry foul as a community. No! #WakoraNetwork,offensive,neither,0.7835522
When matiba saw evils in our govt some pple thought it was just a lizard in our home Nyakundi seems like he is,neither,offensive,0.78343904
Oya @user @user I can't give other Kenyans a lift on my way to Kisumu unless they are luos . Is this not tribalism @user @user,offensive,hate,0.78337115
What type of nonsense is this? @user has even given the name of the DCI officer that stole his iPhone. Why tell him to write instead of telling the thief to return the phone. It is simple! Stop frustrating people @user @user,neither,offensive,0.78336877
All Kenyans except kikuyus are left out. Kikuyus make 33% of gov jobs other Kenyans?????,offensive,hate,0.783251
We don't want situations where the country is going to burn because of failure of @user to deliver credible polls #RailaPresser,neither,offensive,0.7831967
What's with @user 's obsession with @user is he eying Mombasa gubernatorial seat after 26/10/2017 ? #NoReformsNoElections,neither,offensive,0.7830367
All you man saying Faroole sold Somali ports to Ethiopia are forgetting that Kenyan army already runs Kismayo and Dubai wanted Berbera,neither,offensive,0.7827469
What did President Kibaki and @user use to grow economy and build infrastructure? I think they should sit hawa vijana kwa sababu pale tunaelekea watamaliza kina yakhe...How do you pay parafin almost Sh 100? food itaongezwa... #TanoTerror,neither,offensive,0.7822058
When a Mugumo tree fall what does it Symbolize? I see uthamaki republic worried.,neither,offensive,0.7818665
who the hell is this Nyakundi .This discussion is childish!!Be a man!!,neither,offensive,0.7818569
Kambas are minorities in Gatanga so the slot for a Kamba during police recruitment is valid. Cc @user,offensive,neither,0.78149384
What about when your sons thriw stones? My sons dont know how to. This is not fair!,offensive,neither,0.78038573
When the Kenyattas leave that throne and you try to protest in central for being marginalised by a different president be ready to bury your parents and children killed by thugs/Mungiki in police uniform. #LuoLivesMatter,neither,offensive,0.7801507
When #moseskuria finds himself in ICC will he also claim that Baba took him there? @user @user @user #StopUhuruWarDogs,neither,offensive,0.7800628
Uhuru Kenyatta what happened to you? The nice always laughing and cracking jokes guy? What has entered into your head? You have changed.,neither,offensive,0.7791811
Werever u mention the name Raila in the presence of kiuks na we ni mjakaa....guys will feel like ur tribal #ChoreaUkabila,neither,offensive,0.779125
Kama ni Sumu kweli basi alivyotoka ameenda kufyonzwa ile sumu kwa dawa za Kienyeji siku 3 Sumu kwisha! ( Wajaluo Wakurya Wahacha wameelewa),neither,offensive,0.7786592
Wow the level of entitlement from the Luos #Luolivesmatter,neither,offensive,0.77748716
I hear all the IEBC returning officers in Western Kenya Have been replaced by colleagues who are all Kalenjins . War Drums....,neither,offensive,0.77685714
All jubilee mps&analysts use nusu mkate propaganda to divert from answering questions asked. #NoReformsNoElections,neither,offensive,0.7767408
Where is @user to explain how the #UhuruEuroThieves will get away... @user has spoken so pathetic,neither,offensive,0.77560556
luos are not a flock of sheep. whoever thinks we are think twice! #cord,neither,offensive,0.7753136
I hate how jubilee government want to control this country...even luos are Kenyans,neither,offensive,0.77525723
This kikuyus can they keep there balls out of Raila ama they want to eat him,offensive,hate,0.7752442
Uhuru and IEBC seeking to strike out 3 volumes of evidence on a technicality. 2013 in full replay #DemocracyOrSecession,offensive,neither,0.7752348
Luos vs Kikuyus in replies and comments of all political posts pic.twitter.com/gkejuGJTRT,hate,neither,0.7751869
Hawa wakale wataambiwa wapike ucheki wamechukua fimbo waanze kuchapana #kikwetusupachef,neither,offensive,0.77439713
According to @user other tribes except Kikuyu / Kalenjins are spectator ions in Jubilee.They don't take part in real chemical reaction.,offensive,hate,0.7738877
Why not do a survey on #UnemploymentKe they wanna loot thru donor money that's ehat yhey have not stolen yet. I forgive you plus any intelligent and poor person who voted for #TanoTerror,neither,offensive,0.7737666
When MOI was the Kenyan dictator Kikuyus wanted strong LSK & made it functional!When kikuyu took over now want a WEAKER one #LSKElections,neither,offensive,0.77371687
Why would anyone vote for Raila in this sham exercise?? What point were they proving? #ElectionsKE2017 #electionboycotteke,offensive,neither,0.7737062
Kama ungeoka hivi tangu uwe president sahii tungekuwa mbali ssna hata vitu ka tribalism na corruption hazingekuwa #NoReformsNoElections,neither,offensive,0.7735397
With such hatred KOT should organise a face off like the bull fighting thing ng'anja ithire as we did pri sch days #RailaTheWardogSince82,neither,offensive,0.7733647
Because they don't want to promote hooliganism nyakundi get an education on the role of media,offensive,neither,0.7733522
This is the government that has had a lot of assassinations right from being sworn in its time we stop slumbering #RIPMsando,neither,offensive,0.7732904
Kikuyus are the only ones saying joho sii sultan But we other people know joho ndiye sultan After Lord Raila,neither,offensive,0.77325875
Wajaluo wacheni hizo nazo. #MwashumbeNaJalasTuesdayEdition @user @user @user,neither,hate,0.7728618
this kamba lady she always boards the yellow jav I now hate p.marangi,neither,offensive,0.7721179
We know not all Luos are violent. QUIT STATING THE FUCKING OBVIOUS......,neither,offensive,0.7719087
Without Raila odinga kikuyus & kalenjins #36bloggers are jobless #PhaRao trend is rubbish #chargeRutowithmurder in kisii.,neither,offensive,0.77170926
Kiruuu @user: Nlipiga mashine wazungu hawa hapa nkapiga tena cha pili mara cha tatu mi niko hoi nkasiki baby nataka na ==> *huku 'ch,neither,offensive,0.7712414
I have no doubt that the #Leafs even though they're JUST DOWN THE HALL are ignoring how Masai runs a team with a salary cap. #RTZ #Raptors,offensive,neither,0.7710516
Kikuyus are unshakable my friend. Look who controls NASA wanjigi ndii mutahi was there and gachoka. stop that route u r taking @user,hate,offensive,0.7708789
What did you do to Betty Kyalo. @user she is so obsessed with you. Some few minutes ago she kept on repeating your name Cyprian Nyakundi like 4 times on KTN breaking news instead of Cyprian Awiti the Homabay governor whose been thrown out.,offensive,neither,0.76957905
Uhuru Kenyatta is leading with 99.9% Going head to head with Detol antiseptic #NowWeKnow #ElectionsBoycottKE #KenyaElections #NRMK,neither,offensive,0.7695581
Since i hate my landlord i will burn my house to prove it. Thats what luos in Kibera are doing,neither,hate,0.7691941
Luoz are not ignorant kalenjins . You need a PhD to understand us boy.,hate,offensive,0.76868325
Uhuru kenyatta will hav an easy tym leading jus kikuyus and kales I wish he would tell them not to pay taxes like he did in mombasa the other day. #NotMyPresident,offensive,hate,0.76796925
